,Signal Power (dB),DC Power (dB),SFDR (dB),THD (dB),SNR (dB),SNDR (dB),ENOB
Dynamic Evaluation Indicators,-12.267219946190362,-35.30045600212882,27.430849720088855,-28.664699763731623,17.863074129231457,17.51620713945551,2.6173101560557326
